district,season,record_month,temperature_c,humidity_pct,wind_speed_kmh,surface_pressure_hpa,crop_fires_detected,blue_mean,blue_std,blue_skewness,blue_high_ratio,blue_dominance,laplacian_var,sobel_mean,edge_density,hsi_saturation_mean,haze_index,dark_channel_mean,fft_high_energy_ratio,gray_contrast,blue_red_ratio,local_variance_mean,hot_index,ndsi_index,modis_aod,pm25_target,pm25_waqi_ref,severity_class,label_source,source_image_id
Lahore,Summer,4,26.5,56.0,4.7,982.6,1,58.631,9.102,-0.231,0.189,0.716,351.218,18.893,0.0211,0.4029,0.873,58.611,0.00245,25.0,0.5984,55.629,-0.042,-0.251,0.28,36.0,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Summer_2024-04-20
Lahore,Monsoon,7,30.5,74.0,12.0,968.1,0,96.157,17.679,1.406,0.2296,0.884,162.858,28.133,0.0247,0.1935,2.099,96.064,0.00068,49.0,0.8578,69.933,0.077,-0.077,1.62,71.7,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Monsoon_2024-07-25
Lahore,Monsoon,7,25.5,94.0,3.6,969.1,5,109.179,19.577,1.408,0.2312,0.963,107.319,27.159,0.0248,0.0877,3.995,107.892,0.00049,49.0,0.9548,67.0,0.124,-0.023,1.36,60.1,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Monsoon_2024-07-25
Lahore,Autumn_Harvest,10,23.0,67.0,5.9,984.4,11,77.86,12.056,0.37,0.2948,0.847,14.64,10.606,0.0,0.2302,1.608,77.86,8e-05,23.0,0.7962,8.145,0.034,-0.113,0.38,44.5,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Autumn_Harvest_2023-10-15
Lahore,Autumn_Harvest,9,26.5,77.0,4.5,981.7,9,148.498,9.501,2.179,0.1853,0.989,50.425,9.175,0.0074,0.0953,4.35,143.518,0.00011,32.0,1.0342,17.073,0.221,0.017,0.34,60.5,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Autumn_Harvest_2024-09-28
Lahore,Summer,5,16.4,60.0,8.4,978.3,0,67.072,11.955,-0.205,0.3243,0.744,55.917,30.433,0.0332,0.3888,1.003,67.072,0.00035,39.0,0.6126,55.1,-0.032,-0.24,0.26,26.6,65.0,0,Copernicus CAMS via Open-Meteo,Lahore_Summer_2024-05-01
Lahore,Summer,6,30.4,61.0,1.6,976.0,1,193.943,3.625,-2.243,0.3107,1.022,80.069,9.126,0.0,0.0684,6.647,182.007,9e-05,7.0,1.0023,4.715,0.301,0.001,0.72,27.2,65.0,0,Copernicus CAMS via Open-Meteo,Lahore_Summer_2023-06-15
Lahore,Winter_Peak,12,10.9,87.0,9.2,989.2,12,95.325,9.92,-0.198,0.3295,0.911,77.07,23.297,0.0011,0.1545,2.329,95.256,0.00031,28.0,0.8503,29.624,0.074,-0.081,0.37,114.3,65.0,2,Copernicus CAMS via Open-Meteo,Lahore_Winter_Peak_2023-12-10
Lahore,Autumn_Harvest,10,29.3,59.0,29.3,981.3,10,142.603,6.044,-0.247,0.3573,0.994,32.938,7.433,0.0,0.1398,3.225,132.996,7e-05,19.0,1.0722,3.265,0.218,0.035,0.54,46.3,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Autumn_Harvest_2024-10-05
Lahore,Winter_Peak,1,4.1,99.0,9.4,990.6,8,182.358,2.099,-1.128,0.2781,0.978,31.265,6.042,0.0,0.0748,6.197,180.989,4e-05,4.0,1.0038,2.262,0.279,0.002,0.88,201.6,65.0,3,Copernicus CAMS via Open-Meteo,Lahore_Winter_Peak_2024-01-15
Lahore,Winter_Peak,12,20.9,51.0,10.2,987.2,8,93.248,9.627,-0.142,0.3145,0.883,74.755,22.449,0.0005,0.1846,2.019,93.244,0.00027,29.0,0.8392,29.516,0.068,-0.087,0.21,36.9,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Winter_Peak_2023-12-10
Lahore,Winter_Peak,11,22.2,64.0,4.8,991.5,7,141.564,7.748,0.096,0.3376,1.015,79.617,10.075,0.0,0.0691,5.061,134.027,0.00017,21.0,1.0532,5.864,0.212,0.026,0.59,60.8,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Winter_Peak_2023-11-20
Lahore,Summer,6,32.9,54.0,7.2,975.7,2,191.238,2.556,-1.972,0.2765,0.964,42.068,6.68,0.0,0.0681,6.908,191.231,4e-05,5.0,0.932,2.728,0.268,-0.035,0.71,31.2,65.0,0,Copernicus CAMS via Open-Meteo,Lahore_Summer_2023-06-15
Lahore,Autumn_Harvest,9,27.2,83.0,4.8,981.4,12,200.251,5.958,-3.34,0.1691,1.047,75.861,10.296,0.0,0.0919,5.634,181.854,9e-05,8.0,1.1011,8.753,0.349,0.048,0.45,34.1,65.0,0,Copernicus CAMS via Open-Meteo,Lahore_Autumn_Harvest_2023-09-25
Lahore,Winter_Peak,11,19.3,84.0,2.1,988.2,12,51.998,1.851,-0.001,0.3918,0.971,32.138,5.479,0.0,0.0955,1.637,51.058,0.00043,4.0,0.9961,1.585,0.022,-0.002,1.73,244.9,65.0,3,Copernicus CAMS via Open-Meteo,Lahore_Winter_Peak_2024-11-15
Lahore,Autumn_Harvest,10,21.7,70.0,2.6,989.6,14,74.225,12.062,0.055,0.3333,0.8,67.396,20.429,0.0017,0.3052,1.239,74.224,0.00031,29.0,0.7585,27.137,0.019,-0.137,0.15,70.1,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Autumn_Harvest_2023-10-25
Lahore,Autumn_Harvest,10,26.6,53.0,4.0,984.4,10,107.813,6.021,-0.174,0.3463,0.903,74.358,10.388,0.0,0.1514,2.553,107.813,0.0002,17.0,0.8643,6.402,0.098,-0.073,0.29,70.5,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Autumn_Harvest_2024-10-15
Lahore,Monsoon,8,27.6,87.0,5.4,976.7,1,135.65,18.075,0.126,0.3708,0.932,34.237,15.688,0.0049,0.1138,3.699,135.65,0.00015,58.0,0.8894,22.911,0.153,-0.059,0.52,70.8,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Monsoon_2024-08-25
Lahore,Monsoon,8,27.7,90.0,5.4,977.0,0,121.612,8.747,2.09,0.2321,0.978,21.327,8.004,0.0,0.0614,4.861,120.733,7e-05,26.0,0.9504,5.474,0.146,-0.025,0.54,42.6,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Monsoon_2024-08-05
Lahore,Autumn_Harvest,9,32.6,62.0,1.5,976.1,9,134.453,18.926,0.858,0.2085,1.037,106.645,26.932,0.0248,0.0729,4.645,124.988,0.00043,59.0,1.0728,80.712,0.202,0.035,0.71,49.1,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Autumn_Harvest_2024-09-10
Lahore,Winter_Peak,1,8.0,94.0,2.4,993.0,8,196.797,2.69,0.001,0.2607,0.997,65.173,7.854,0.0,0.0624,7.292,191.25,7e-05,6.0,1.0283,3.239,0.316,0.014,0.72,227.7,65.0,3,Copernicus CAMS via Open-Meteo,Lahore_Winter_Peak_2024-01-05
Lahore,Autumn_Harvest,10,22.6,57.0,5.2,982.1,11,98.219,7.4,-0.491,0.382,0.855,14.65,6.198,0.0,0.2404,1.779,98.219,5e-05,18.0,0.8381,2.62,0.075,-0.088,0.29,60.5,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Autumn_Harvest_2023-10-05
Lahore,Autumn_Harvest,10,24.1,77.0,10.1,982.9,6,124.397,5.647,-0.265,0.3135,0.986,75.264,9.354,0.0,0.0627,4.821,122.353,0.00019,17.0,1.0043,4.81,0.165,0.002,0.74,73.6,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Autumn_Harvest_2024-10-05
Lahore,Winter_Peak,11,15.2,90.0,7.7,987.4,9,147.076,5.888,-0.14,0.3028,0.982,72.679,9.484,0.0,0.0612,5.742,145.472,0.00014,21.0,0.9496,5.205,0.193,-0.026,0.24,69.8,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Winter_Peak_2023-11-05
Lahore,Winter_Peak,11,17.5,69.0,6.2,989.4,5,131.34,5.716,0.376,0.2718,1.043,25.099,8.381,0.0,0.0972,3.601,118.718,7e-05,16.0,1.1063,4.31,0.202,0.05,0.18,66.6,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Winter_Peak_2024-11-25
Lahore,Monsoon,8,27.0,89.0,8.3,976.8,1,99.535,16.027,1.16,0.2468,0.961,123.437,29.737,0.0305,0.098,3.405,98.255,0.00057,40.0,0.9597,63.975,0.107,-0.021,1.18,36.6,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Monsoon_2023-08-05
Lahore,Winter_Peak,12,9.7,89.0,8.0,987.8,10,94.786,9.598,-0.218,0.3443,0.883,36.638,22.908,0.0006,0.1881,1.999,94.786,0.00016,28.0,0.8161,28.921,0.064,-0.101,0.31,85.0,65.0,2,Copernicus CAMS via Open-Meteo,Lahore_Winter_Peak_2023-12-10
Lahore,Summer,5,28.2,25.0,12.6,978.3,1,65.202,11.932,-0.178,0.3321,0.788,70.532,29.671,0.044,0.3091,1.082,65.202,0.00047,35.0,0.6989,47.985,-0.007,-0.177,0.22,16.3,65.0,0,Copernicus CAMS via Open-Meteo,Lahore_Summer_2024-05-01
Lahore,Winter_Peak,12,15.0,58.0,3.6,988.5,5,95.786,6.529,-0.757,0.3025,0.985,58.955,10.753,0.0,0.0656,3.726,94.038,0.00026,20.0,0.9823,7.234,0.104,-0.009,0.11,112.2,65.0,2,Copernicus CAMS via Open-Meteo,Lahore_Winter_Peak_2024-12-05
Lahore,Winter_Peak,12,16.0,55.0,4.0,988.5,10,116.071,7.763,-0.979,0.3762,0.979,25.706,10.771,0.0,0.0614,4.696,114.912,9e-05,25.0,0.9816,8.443,0.143,-0.009,0.11,99.4,65.0,2,Copernicus CAMS via Open-Meteo,Lahore_Winter_Peak_2024-12-05
Lahore,Winter_Peak,12,18.9,60.0,4.3,991.9,7,80.376,11.811,-0.05,0.3096,0.919,78.421,28.31,0.0275,0.1433,2.135,80.197,0.00048,37.0,0.8997,44.777,0.06,-0.053,0.21,47.6,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Winter_Peak_2023-12-20
Lahore,Autumn_Harvest,10,19.2,85.0,3.3,985.5,3,73.054,11.8,0.312,0.308,0.782,83.462,13.944,0.0003,0.3195,1.211,73.054,0.00035,24.0,0.7274,12.148,0.01,-0.158,0.51,32.2,65.0,0,Copernicus CAMS via Open-Meteo,Lahore_Autumn_Harvest_2023-10-15
Lahore,Winter_Peak,11,17.4,77.0,7.2,984.4,11,118.969,13.207,-5.397,0.0634,0.98,539.656,18.467,0.0229,0.0383,5.761,118.857,0.00222,12.0,0.9699,109.075,0.146,-0.015,0.09,36.2,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Winter_Peak_2024-11-01
Lahore,Monsoon,7,29.8,83.0,3.7,975.5,0,155.492,10.083,0.714,0.2065,1.044,64.469,11.151,0.0,0.0873,4.533,141.941,0.00015,33.0,1.0954,15.157,0.251,0.046,1.39,76.6,65.0,2,Copernicus CAMS via Open-Meteo,Lahore_Monsoon_2023-07-15
Lahore,Autumn_Harvest,9,22.7,96.0,9.2,980.6,9,164.502,11.037,2.17,0.1649,1.053,100.445,12.011,0.0077,0.0864,4.874,150.282,0.00019,35.0,1.0836,17.289,0.267,0.04,1.23,22.7,65.0,0,Copernicus CAMS via Open-Meteo,Lahore_Autumn_Harvest_2024-09-28
Lahore,Autumn_Harvest,9,21.5,99.0,24.8,980.5,8,151.413,10.424,2.083,0.1811,1.016,80.048,10.904,0.0077,0.049,6.366,145.068,0.00017,34.0,1.0419,17.206,0.229,0.021,1.58,31.1,65.0,0,Copernicus CAMS via Open-Meteo,Lahore_Autumn_Harvest_2024-09-28
Lahore,Summer,5,36.3,14.0,4.7,967.6,1,73.05,12.869,0.135,0.29,0.732,72.607,28.483,0.0159,0.3777,1.096,73.05,0.00032,46.0,0.6259,57.886,-0.022,-0.23,0.13,36.4,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Summer_2024-05-28
Lahore,Autumn_Harvest,10,31.1,43.0,1.7,987.9,12,125.615,4.126,-0.133,0.3365,1.016,43.804,8.382,0.0,0.0608,4.719,119.332,0.00012,12.0,1.0519,3.897,0.178,0.025,0.8,74.3,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Autumn_Harvest_2024-10-22
Lahore,Autumn_Harvest,9,31.7,61.0,5.2,979.2,17,119.234,4.041,0.089,0.2989,0.94,14.037,5.008,0.0,0.1159,3.229,119.191,4e-05,14.0,0.9423,1.593,0.139,-0.03,0.66,53.2,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Autumn_Harvest_2024-09-18
Lahore,Monsoon,8,29.9,69.0,5.2,979.7,0,92.998,11.571,-0.415,0.3623,0.889,14.919,7.466,0.0,0.1975,1.972,92.997,8e-05,28.0,0.8827,4.026,0.078,-0.062,0.34,66.6,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Monsoon_2023-08-30
Lahore,Autumn_Harvest,10,28.6,47.0,6.6,984.6,12,76.577,11.566,0.196,0.3119,0.821,21.812,10.181,0.0,0.2627,1.396,76.577,0.00011,23.0,0.7504,7.371,0.02,-0.143,0.51,32.5,65.0,0,Copernicus CAMS via Open-Meteo,Lahore_Autumn_Harvest_2023-10-15
Lahore,Summer,4,29.3,41.0,13.0,981.1,0,51.416,7.9,-0.259,0.1822,0.664,276.525,16.176,0.0215,0.4601,0.742,51.403,0.00221,24.0,0.5399,48.794,-0.065,-0.299,0.25,32.6,65.0,0,Copernicus CAMS via Open-Meteo,Lahore_Summer_2024-04-20
Lahore,Monsoon,8,25.8,84.0,4.7,980.0,0,91.432,12.284,-0.364,0.3528,0.901,25.63,8.346,0.0,0.1662,2.21,91.43,0.00013,28.0,0.8707,4.917,0.073,-0.069,0.54,58.2,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Monsoon_2023-08-30
Lahore,Summer,6,33.2,42.0,10.2,971.2,1,106.847,4.122,0.206,0.3337,0.885,40.765,7.98,0.0,0.1869,2.2,106.847,0.00011,14.0,0.813,4.034,0.081,-0.103,0.42,36.6,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Summer_2024-06-20
Lahore,Autumn_Harvest,9,34.7,60.0,6.6,980.0,13,117.044,6.447,1.329,0.2277,1.002,60.737,9.14,0.0,0.0765,4.019,111.977,0.00019,18.0,1.0422,5.368,0.159,0.021,1.02,48.8,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Autumn_Harvest_2023-09-15
Lahore,Winter_Peak,12,21.2,41.0,5.1,988.8,13,106.88,7.549,-0.966,0.3709,0.993,17.236,10.037,0.0,0.112,2.935,101.628,8e-05,23.0,1.0504,7.029,0.14,0.025,0.1,20.7,65.0,0,Copernicus CAMS via Open-Meteo,Lahore_Winter_Peak_2024-12-05
Lahore,Summer,6,30.4,43.0,6.8,977.5,1,99.517,10.049,-0.363,0.3511,0.88,85.729,14.629,0.0,0.1862,2.136,99.516,0.00026,23.0,0.8213,13.302,0.073,-0.098,0.65,30.4,65.0,0,Copernicus CAMS via Open-Meteo,Lahore_Summer_2023-06-05
Lahore,Autumn_Harvest,10,19.8,77.0,7.7,986.5,13,136.236,4.711,-0.15,0.3253,1.015,68.045,9.916,0.0,0.0809,4.344,127.901,0.00016,14.0,0.985,5.346,0.183,-0.008,0.88,101.7,65.0,2,Copernicus CAMS via Open-Meteo,Lahore_Autumn_Harvest_2024-10-22
Lahore,Monsoon,7,28.4,86.0,6.0,969.2,2,94.811,17.24,1.378,0.2253,0.917,145.325,25.851,0.0249,0.1439,2.595,94.612,0.00069,46.0,0.8737,54.856,0.079,-0.067,1.2,46.9,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Monsoon_2024-07-25
Lahore,Monsoon,8,28.4,88.0,8.0,977.4,0,121.11,8.986,1.99,0.2169,0.986,48.446,9.472,0.0,0.0671,4.673,118.635,0.00015,26.0,1.0021,6.791,0.158,0.001,0.64,27.1,65.0,0,Copernicus CAMS via Open-Meteo,Lahore_Monsoon_2024-08-05
Lahore,Monsoon,8,29.6,87.0,7.8,980.2,2,136.372,17.742,0.088,0.3327,1.025,87.555,23.696,0.0059,0.0748,4.499,127.226,0.00032,52.0,1.0067,47.203,0.189,0.003,0.76,59.8,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Monsoon_2023-08-20
Lahore,Summer,5,25.7,38.0,8.4,977.2,2,87.413,11.261,-0.682,0.3309,0.85,48.857,24.683,0.0071,0.2445,1.595,87.413,0.00023,34.0,0.7569,38.172,0.036,-0.138,0.37,32.2,65.0,0,Copernicus CAMS via Open-Meteo,Lahore_Summer_2024-05-18
Lahore,Winter_Peak,1,4.6,98.0,4.7,990.9,5,204.793,1.064,0.003,0.2424,1.048,11.134,3.241,0.0,0.1045,5.207,183.338,1e-05,3.0,1.117,0.57,0.364,0.055,0.71,197.4,65.0,3,Copernicus CAMS via Open-Meteo,Lahore_Winter_Peak_2024-01-05
Lahore,Autumn_Harvest,9,24.1,89.0,2.5,979.7,8,127.911,4.48,0.107,0.2937,0.933,13.763,5.253,0.0,0.1238,3.333,127.902,3e-05,15.0,0.9321,1.804,0.153,-0.035,0.55,78.7,65.0,2,Copernicus CAMS via Open-Meteo,Lahore_Autumn_Harvest_2024-09-18
Lahore,Autumn_Harvest,9,30.6,64.0,4.2,981.4,8,156.185,4.248,-2.845,0.1648,0.979,40.178,7.782,0.0,0.0411,7.207,156.038,7e-05,6.0,0.9611,6.151,0.214,-0.02,0.54,26.0,65.0,0,Copernicus CAMS via Open-Meteo,Lahore_Autumn_Harvest_2023-09-25
Lahore,Winter_Peak,12,16.3,65.0,9.0,987.5,12,78.409,8.059,-0.221,0.3362,0.838,44.955,20.34,0.0006,0.2398,1.432,78.409,0.00022,26.0,0.778,23.062,0.03,-0.125,0.24,62.4,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Winter_Peak_2023-12-10
Lahore,Summer,6,28.2,72.0,4.2,976.6,1,203.056,3.007,-1.131,0.2945,1.017,62.468,8.051,0.0,0.0498,8.229,193.893,6e-05,6.0,1.0471,3.859,0.336,0.023,0.67,49.4,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Summer_2023-06-15
Lahore,Autumn_Harvest,9,32.5,64.0,1.1,975.2,9,121.226,16.579,1.052,0.207,1.008,112.217,26.036,0.0281,0.0614,4.861,116.462,0.0005,54.0,1.0381,75.621,0.166,0.019,0.75,50.1,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Autumn_Harvest_2024-09-10
Lahore,Monsoon,7,32.7,67.0,4.7,975.2,1,140.428,10.611,1.371,0.227,0.969,154.179,23.235,0.026,0.0603,5.544,140.235,0.0004,36.0,0.9428,47.009,0.179,-0.029,1.01,90.3,65.0,2,Copernicus CAMS via Open-Meteo,Lahore_Monsoon_2024-07-10
Lahore,Autumn_Harvest,9,26.2,88.0,8.1,979.7,7,160.002,10.198,2.229,0.1842,1.011,34.393,7.997,0.0078,0.0475,6.66,153.8,8e-05,32.0,1.0402,14.661,0.246,0.02,0.75,49.7,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Autumn_Harvest_2024-09-28
Lahore,Summer,5,42.3,12.0,9.9,969.7,1,71.304,12.551,0.16,0.2999,0.784,103.089,27.692,0.0213,0.3438,1.111,71.304,0.00053,40.0,0.6586,48.552,-0.013,-0.206,0.23,22.5,65.0,0,Copernicus CAMS via Open-Meteo,Lahore_Summer_2024-05-28
Lahore,Summer,6,39.8,19.0,8.3,977.4,1,93.985,9.211,-1.12,0.3492,0.809,79.036,10.946,0.001,0.2848,1.57,93.985,0.00023,24.0,0.7168,8.306,0.031,-0.165,0.26,16.6,65.0,0,Copernicus CAMS via Open-Meteo,Lahore_Summer_2024-06-10
Lahore,Winter_Peak,1,4.5,95.0,2.9,993.0,6,200.241,1.685,-0.011,0.2231,1.06,26.737,5.032,0.0,0.0953,5.434,181.145,3e-05,4.0,1.1052,1.335,0.35,0.05,1.07,154.1,65.0,3,Copernicus CAMS via Open-Meteo,Lahore_Winter_Peak_2024-01-05
Lahore,Autumn_Harvest,10,23.7,73.0,10.7,980.7,10,110.375,8.7,-0.334,0.3635,0.89,26.015,7.423,0.0,0.1693,2.47,110.375,7e-05,18.0,0.8484,3.467,0.098,-0.082,0.3,74.5,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Autumn_Harvest_2023-10-05
Lahore,Summer,5,28.2,25.0,12.6,978.3,1,76.142,13.698,-0.182,0.3497,0.793,88.556,33.177,0.0372,0.3223,1.236,76.142,0.00045,41.0,0.6796,61.908,-0.001,-0.191,0.22,16.3,65.0,0,Copernicus CAMS via Open-Meteo,Lahore_Summer_2024-05-01
Lahore,Autumn_Harvest,10,26.2,61.0,3.3,984.1,7,109.099,8.19,-0.462,0.3417,0.905,16.845,6.464,0.0,0.1767,2.377,109.098,5e-05,18.0,0.9091,2.821,0.113,-0.048,0.32,75.4,65.0,2,Copernicus CAMS via Open-Meteo,Lahore_Autumn_Harvest_2023-10-05
Lahore,Winter_Peak,11,19.1,70.0,8.3,984.7,9,114.703,11.407,-6.015,0.0456,0.953,463.413,15.498,0.0187,0.1075,3.242,114.62,0.00193,6.0,0.8936,82.666,0.118,-0.056,0.09,39.3,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Winter_Peak_2024-11-01
Lahore,Summer,6,31.9,54.0,9.9,973.1,1,119.105,5.346,0.641,0.3021,0.931,65.157,9.724,0.0,0.1151,3.302,119.101,0.00016,16.0,0.8879,5.696,0.124,-0.059,0.54,37.1,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Summer_2024-06-20
Lahore,Autumn_Harvest,9,31.4,70.0,9.4,978.3,11,127.895,17.503,1.044,0.2077,0.993,118.405,27.578,0.0296,0.0566,5.37,125.278,0.00047,59.0,1.0124,85.697,0.174,0.006,0.85,47.5,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Autumn_Harvest_2024-09-10
Lahore,Summer,5,35.7,20.0,12.0,975.8,0,82.987,10.794,-0.664,0.3482,0.78,59.279,25.283,0.0059,0.327,1.305,82.987,0.00024,34.0,0.6744,40.486,0.004,-0.194,0.33,24.9,65.0,0,Copernicus CAMS via Open-Meteo,Lahore_Summer_2024-05-18
Lahore,Winter_Peak,11,24.2,66.0,4.6,990.8,7,157.527,6.026,-0.046,0.3377,1.014,45.62,8.226,0.0,0.0363,7.582,152.603,9e-05,22.0,1.026,4.079,0.237,0.013,0.34,76.8,65.0,2,Copernicus CAMS via Open-Meteo,Lahore_Winter_Peak_2023-11-05
Lahore,Summer,5,42.0,17.0,5.2,977.5,1,81.079,10.706,-0.575,0.3413,0.779,83.541,26.442,0.0095,0.358,1.232,81.079,0.00033,34.0,0.643,42.748,-0.009,-0.217,0.68,25.7,65.0,0,Copernicus CAMS via Open-Meteo,Lahore_Summer_2024-05-18
Lahore,Winter_Peak,12,13.1,98.0,6.0,992.8,15,131.695,8.168,0.06,0.3241,1.054,52.37,10.438,0.0,0.0901,3.876,119.783,0.00015,20.0,1.0777,6.537,0.197,0.037,1.43,91.0,65.0,2,Copernicus CAMS via Open-Meteo,Lahore_Winter_Peak_2023-12-01
Lahore,Summer,5,16.4,60.0,8.4,978.3,2,68.893,12.398,-0.226,0.3316,0.811,56.463,28.776,0.0367,0.2921,1.176,68.893,0.00041,36.0,0.7107,47.733,0.0,-0.169,0.26,26.6,65.0,0,Copernicus CAMS via Open-Meteo,Lahore_Summer_2024-05-01
Lahore,Autumn_Harvest,10,22.3,72.0,11.4,980.7,12,105.676,8.417,-0.381,0.3643,0.894,67.692,9.535,0.0,0.1662,2.397,105.676,0.00019,18.0,0.843,5.245,0.089,-0.085,0.29,75.7,65.0,2,Copernicus CAMS via Open-Meteo,Lahore_Autumn_Harvest_2023-10-05
Lahore,Monsoon,8,28.2,92.0,5.6,979.3,1,146.487,19.493,0.025,0.3353,1.042,45.67,24.949,0.0053,0.0893,4.282,133.855,0.00019,55.0,1.0943,52.848,0.232,0.045,0.83,56.5,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Monsoon_2023-08-20
Lahore,Monsoon,8,34.6,62.0,8.6,974.4,0,104.831,16.788,1.181,0.2359,0.932,120.784,31.802,0.0302,0.1281,3.088,104.549,0.00047,44.0,0.9227,71.891,0.108,-0.04,0.78,52.7,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Monsoon_2023-08-05
Lahore,Monsoon,8,27.4,91.0,5.4,976.4,1,109.378,7.963,2.013,0.2089,0.908,36.592,8.963,0.0,0.1744,2.342,109.287,0.00011,25.0,0.914,6.625,0.114,-0.045,0.57,39.7,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Monsoon_2024-08-05
Lahore,Summer,6,40.5,13.0,10.8,975.0,0,115.067,10.13,-1.228,0.3268,0.866,60.143,10.317,0.0007,0.2128,2.245,115.067,0.00014,24.0,0.7881,8.049,0.085,-0.118,0.19,9.9,65.0,0,Copernicus CAMS via Open-Meteo,Lahore_Summer_2024-06-10
Lahore,Summer,5,32.3,26.0,8.6,967.3,1,61.95,11.076,0.251,0.2764,0.739,38.831,22.864,0.014,0.4044,0.91,61.95,0.0003,39.0,0.5981,36.428,-0.04,-0.252,0.15,26.1,65.0,0,Copernicus CAMS via Open-Meteo,Lahore_Summer_2024-05-28
Lahore,Monsoon,8,27.0,89.0,8.3,976.8,2,92.49,13.123,1.007,0.2571,0.949,52.885,23.399,0.0151,0.1073,3.056,91.998,0.00029,32.0,0.9491,42.219,0.092,-0.026,1.18,36.6,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Monsoon_2023-08-05
Lahore,Autumn_Harvest,10,27.0,69.0,9.1,982.7,3,129.446,5.545,-0.222,0.3308,0.983,23.935,6.556,0.0,0.0632,4.855,128.105,6e-05,17.0,1.004,2.558,0.175,0.002,0.51,65.4,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Autumn_Harvest_2024-10-05
Lahore,Autumn_Harvest,9,27.7,72.0,1.9,980.7,7,137.669,5.095,0.062,0.307,0.933,30.617,6.88,0.0,0.1149,3.76,137.662,6e-05,17.0,0.9185,2.812,0.166,-0.042,0.48,83.6,65.0,2,Copernicus CAMS via Open-Meteo,Lahore_Autumn_Harvest_2024-09-18
Lahore,Summer,5,27.3,58.0,10.9,978.7,0,120.076,30.494,-0.652,0.2003,0.995,221.632,32.461,0.0573,0.0669,4.839,116.901,0.00092,113.0,0.9711,121.923,0.148,-0.015,0.5,45.3,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Summer_2023-05-25
Lahore,Winter_Peak,12,13.7,65.0,1.8,990.0,14,106.317,7.086,-1.003,0.3767,1.032,23.182,9.273,0.0,0.0983,3.08,97.219,0.00011,21.0,1.0934,5.85,0.146,0.045,0.08,56.0,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Winter_Peak_2024-12-05
Lahore,Summer,5,30.3,27.0,12.7,969.7,1,68.111,12.08,0.132,0.2819,0.767,60.776,24.819,0.0138,0.3419,1.062,68.111,0.00034,41.0,0.6615,43.022,-0.015,-0.204,0.15,49.4,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Summer_2024-05-28
Lahore,Autumn_Harvest,9,33.6,66.0,11.2,981.7,7,119.915,7.603,1.693,0.2036,0.996,28.717,8.071,0.0,0.0852,3.795,115.179,0.00011,23.0,1.0396,4.911,0.164,0.019,1.05,47.1,65.0,1,Copernicus CAMS via Open-Meteo,Lahore_Autumn_Harvest_2023-09-15
